@relation german-weka.filters.unsupervised.instance.Randomize-S9-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute class {p,m}

@data
-0.10002,-0.160817,-0.109608,-0.038788,-0.183916,-0.152319,0.291999,0.200041,0.097841,-0.066244,0.228805,0.133143,0.104379,-0.516445,0.0292,-0.153626,-0.300715,0.507729,-0.17934,-0.04271,m
-0.13139,-0.140263,-0.143985,-0.029484,-0.25047,-0.20009,0.383578,0.262779,0.128527,-0.087021,0.040075,0.1749,0.03664,0.131962,0.038358,-0.201808,0.042079,0.666967,-0.235585,-0.056105,m
-0.254168,0.457503,-0.102277,-0.036194,0.04758,-0.142131,0.103701,0.186661,0.091297,-0.061814,0.213501,0.317202,0.186864,0.093737,0.410736,-0.143351,0.02989,0.47377,-0.167344,-0.039854,m
-0.310504,0.06384,-0.124947,-0.044216,-0.174876,0.454577,0.126686,0.228034,-0.239212,-0.075515,0.260823,0.387509,-0.077502,0.114514,-0.434705,-0.175124,0.036515,-0.106316,-0.204436,-0.048687,m
-0.279747,0.057516,-0.11257,-0.023051,-0.101828,-0.156434,-0.071168,-0.194704,0.100485,-0.068034,0.234987,-0.288699,-0.286461,0.103171,-0.391646,-0.157777,-0.308841,0.521448,-0.184185,-0.043864,m
-0.086039,0.048174,-0.094286,-0.02868,0.618578,-0.131026,0.25118,0.172077,-0.180512,-0.056984,-0.143585,0.292418,0.139274,0.086413,0.378644,-0.132151,0.314912,-0.080228,0.226812,-0.03674,m
-0.111568,-0.179384,-0.122263,-0.025036,-0.153862,0.444813,-0.077295,-0.211469,0.452105,-0.073892,-0.405922,-0.313557,-0.225323,0.112054,0.032571,-0.171362,0.035731,-0.104033,0.294111,-0.047641,m
-0.303971,0.062496,-0.122318,-0.031127,-0.00321,-0.169981,-0.279653,0.223236,-0.234179,-0.073926,0.255336,-0.313698,-0.267494,0.112105,-0.425559,-0.17144,-0.335584,-0.10408,0.294244,-0.047663,m
-0.135882,0.223214,0.396693,-0.037893,0.535832,-0.206932,0.15098,-0.257555,0.132922,-0.089996,-0.226766,-0.10095,0.349327,0.136474,0.039669,-0.208708,0.043518,-0.126705,-0.243641,-0.058024,m
0.262096,0.28993,0.310805,-0.029689,0.317763,-0.162129,-0.266735,-0.201791,-0.223362,-0.070511,0.243541,-0.079093,-0.255138,0.106926,-0.405902,0.238902,0.034096,-0.099272,0.280652,-0.045461,m
-0.379372,0.077999,-0.152659,-0.03126,-0.089532,-0.212145,-0.349022,0.27861,-0.292268,-0.092263,0.318672,-0.391511,-0.014568,0.139912,0.040669,-0.213966,0.044614,-0.129897,0.367232,-0.059485,m
-0.113729,0.309721,0.332021,-0.044104,-0.039644,-0.173196,-0.284943,0.227459,-0.589708,-0.075324,0.260165,0.151391,-0.18608,0.114225,0.033202,0.25521,0.036423,-0.106048,-0.20392,-0.048564,m
-0.382014,0.078542,-0.153723,-0.054399,-0.016045,-0.213622,-0.351453,0.280551,-0.294304,-0.092906,-0.510371,-0.104213,-0.229514,0.140887,0.040952,-0.215456,0.044925,-0.130802,-0.251518,-0.0599,m
-0.286386,0.458217,-0.115242,-0.023598,-0.1157,-0.160147,-0.072857,0.210322,0.10287,-0.069649,0.240564,0.35741,-0.25202,0.105619,0.4628,-0.161522,0.033679,-0.098059,0.277221,-0.044905,m
-0.452317,-0.087207,-0.182012,-0.046317,-0.103852,-0.252936,-0.115069,-0.314813,0.162472,-0.110003,-0.27718,0.221093,-0.430606,0.166814,0.048488,-0.255107,0.053192,-0.154873,-0.297805,-0.070923,m
0.327235,-0.069791,0.121627,-0.037067,-0.150007,-0.202422,0.14769,0.265842,-0.278874,-0.088035,-0.483612,-0.373569,-0.34461,0.1335,0.038805,-0.20416,0.042569,-0.123944,-0.238331,-0.056759,m
-0.123998,-0.132373,-0.386313,-0.048087,-0.192076,-0.017965,-0.085907,-0.23503,0.502477,-0.082125,-0.206934,-0.092121,-0.250428,0.124539,-0.472761,-0.190455,0.039712,-0.115624,-0.222333,-0.052949,m
-0.149762,-0.322037,-0.164118,-0.041764,-0.272116,-0.228069,-0.103757,0.299524,-0.314206,-0.099189,-0.544885,-0.111261,-0.159224,0.150414,0.043721,-0.230026,0.047963,-0.139647,-0.268527,-0.063951,m
-0.266577,0.054808,-0.304964,-0.027298,0.005865,0.120706,-0.245251,0.195774,0.095755,-0.064832,0.223925,0.332688,-0.104072,0.098314,0.430789,-0.15035,0.031349,0.4969,0.258047,-0.041799,m
-0.10336,-0.166187,-0.113268,-0.028824,-0.040533,0.412089,0.301749,-0.396326,-0.216854,-0.068456,-0.172492,-0.076788,-0.208747,-0.53369,0.030175,-0.158756,0.033102,-0.096379,0.272474,-0.044136,m
-0.316094,0.190668,-0.127196,-0.032368,-0.014616,-0.17676,-0.290807,-0.220002,-0.601844,-0.076874,0.265519,-0.086231,-0.10115,0.116576,0.033885,-0.178277,-0.348968,-0.108231,-0.208117,-0.049564,m
0.228434,0.252693,0.084905,0.009299,0.450804,-0.141306,-0.232477,-0.355791,-0.481127,-0.061455,-0.337597,0.123516,-0.134028,0.093193,0.027089,0.208219,0.029717,-0.086522,-0.166373,-0.039622,m
-0.143485,-0.075337,0.418888,-0.032198,-0.224449,-0.218509,-0.099408,0.28697,0.581442,-0.095031,-0.239454,0.191,-0.070023,0.14411,0.041889,-0.220385,0.045953,-0.133794,-0.257272,-0.06127,m
-0.328948,-0.194211,-0.618422,-0.014211,-0.201579,-0.183948,0.134211,0.241579,0.118158,-0.08,0.036842,-0.339474,-0.174474,0.121316,0.035263,0.271053,0.038684,-0.112632,-0.216579,-0.051579,m
-0.108481,0.178201,0.316697,-0.042069,0.081774,-0.165203,-0.465592,0.216961,0.439595,-0.071848,-0.181037,0.144405,-0.156694,0.108953,0.03167,0.243432,0.397053,-0.101154,-0.194509,-0.046323,m
-0.107525,0.292824,0.098389,0.010776,0.098154,-0.163747,-0.074494,-0.203805,-0.557536,-0.071215,-0.179442,-0.302194,-0.114318,-0.224186,0.031391,0.241287,0.393555,-0.100263,0.283453,-0.045915,m
-0.264118,-0.103534,-0.496543,-0.03761,-0.173684,-0.147695,0.283135,0.193969,0.094871,-0.064234,0.029581,0.129101,-0.04733,0.097407,-0.369766,0.217634,0.03106,0.492317,-0.173896,-0.041414,m
-0.342945,-0.202475,-0.138001,-0.035118,-0.193421,-0.191775,-0.087245,-0.23869,-0.264205,-0.083404,0.288074,0.167632,-0.375868,0.126478,-0.480123,-0.193421,0.04033,-0.117424,-0.225795,-0.053774,m
-0.09972,0.488821,-0.109279,-0.027809,0.514892,-0.15186,-0.249842,-0.382367,-0.209216,-0.066045,-0.166417,0.132742,-0.182276,0.100154,0.029112,-0.153164,0.031936,-0.092985,0.262877,-0.042582,m
-0.364725,0.074988,-0.417246,0.013422,-0.011409,-0.203954,-0.092786,0.267854,0.131009,-0.088701,-0.223504,-0.099497,-0.116712,0.134511,-0.510615,-0.205705,0.042892,-0.124882,0.353054,-0.057189,m
-0.179798,-0.17836,-0.072351,-0.025603,0.592615,-0.100543,0.192744,-0.253156,0.064584,-0.043727,0.151031,0.224388,0.40994,-0.340897,0.019274,-0.101406,0.241649,-0.061563,0.174045,-0.028192,m
-0.291575,-0.172146,-0.11733,-0.006765,-0.213899,-0.163049,-0.074177,0.214133,0.104734,-0.070911,0.244923,0.142522,0.091438,0.107533,-0.408205,-0.164448,-0.321899,0.543495,-0.191973,-0.045719,m
-0.113931,-0.183183,-0.583305,-0.031772,-0.026559,-0.173502,-0.285447,0.227861,-0.239031,-0.075457,0.03475,-0.084641,-0.230095,0.114427,-0.434376,0.255662,0.036488,-0.106236,-0.204281,-0.04865,m
-0.328628,0.067566,0.110419,-0.027079,-0.150117,-0.183769,-0.302338,0.241345,-0.253175,-0.079922,-0.201383,0.160633,-0.151169,0.121198,-0.46008,-0.185346,-0.362806,-0.112522,0.318112,-0.051529,m
-0.149461,-0.32139,-0.465641,-0.057961,-0.211655,-0.021654,0.166068,-0.283292,0.146205,-0.09899,0.045587,0.507973,-0.187233,0.150112,0.043634,-0.229565,0.047867,-0.139367,-0.267988,-0.063822,m
-0.387136,0.002478,0.130078,-0.008982,0.015671,-0.216486,-0.356165,-0.269447,0.139059,-0.094151,-0.517214,-0.105611,-0.259846,0.142776,0.041501,0.319,0.045527,-0.132555,-0.25489,-0.060703,m
-0.085777,0.420477,-0.439165,0.008596,0.037936,-0.012427,0.095308,0.171555,0.083909,-0.056811,0.196223,0.291531,-0.025416,0.086151,0.377495,-0.13175,-0.257893,0.435428,-0.153801,-0.036628,m
-0.27802,-0.164143,-0.318055,-0.022909,-0.208404,-0.155469,-0.070728,0.204178,-0.214186,-0.067614,0.233537,-0.286916,-0.22464,-0.527125,0.029804,-0.156803,-0.306934,-0.095194,-0.183048,-0.043593,m
-0.321755,-0.062034,0.344921,-0.032948,-0.104506,-0.179925,-0.081854,0.236297,-0.24788,-0.078251,0.270274,-0.332051,-0.259978,0.118663,-0.450457,0.265126,0.037838,-0.110169,-0.211843,-0.050451,m
0.333162,0.149186,-0.148301,-0.05248,-0.073119,-0.206089,-0.093757,0.007105,-0.283925,-0.089629,0.041277,-0.380336,-0.377387,0.135918,-0.515959,-0.207858,0.043341,-0.126189,-0.242648,-0.057787,m
0.252704,-0.053895,-0.112487,-0.023034,-0.225868,-0.156319,-0.440555,0.00539,-0.215357,0.400301,0.234813,-0.288485,-0.266122,0.103094,-0.391356,-0.15766,0.032874,-0.095714,-0.184049,-0.043832,m
-0.110292,-0.057909,0.100921,-0.030757,0.087225,-0.167961,0.321986,0.220584,-0.571885,-0.073048,0.03364,0.374849,0.094193,0.110773,0.032199,-0.169403,0.403684,-0.102843,0.290748,-0.047096,m
-0.272368,0.381315,0.091516,-0.022443,0.084761,-0.152308,0.111126,0.005251,0.097835,-0.06624,-0.166907,-0.074302,-0.182814,-0.51641,0.029198,0.224431,0.032031,0.507694,0.263652,-0.042707,m
-0.084183,0.138288,-0.092253,-0.032646,-0.072812,-0.128201,-0.058323,0.168366,-0.17662,0.711614,-0.140489,0.286113,-0.18524,-0.434672,0.024576,-0.129301,0.026961,-0.078498,-0.150943,-0.035948,m
0.27772,0.307212,0.329332,-0.043747,0.398147,-0.171793,-0.078155,0.225617,-0.236676,-0.074714,-0.18826,-0.317043,-0.227829,-0.235202,0.032933,0.253143,0.036128,-0.10519,0.297382,-0.048171,m
-0.108123,0.294453,-0.118488,-0.024263,-0.050175,-0.015665,-0.074909,0.216246,-0.226847,0.421657,0.24734,0.367477,0.299164,0.108594,0.475836,-0.166071,0.034628,-0.100821,-0.193868,-0.04617,m
-0.298173,-0.057488,-0.119985,-0.024569,-0.117361,-0.166738,-0.075855,0.218978,-0.229713,-0.072516,0.250466,0.145747,-0.221125,-0.565337,-0.417443,0.245695,0.035065,-0.102095,-0.196317,-0.046754,m
0.070805,-0.155519,-0.301344,0.009694,-0.198719,-0.1473,-0.24234,0.19345,-0.202933,-0.064062,-0.351919,-0.271842,-0.176803,0.097147,0.028238,-0.148565,-0.613225,-0.090193,-0.173431,-0.041303,m
0.307864,-0.06566,0.365078,-0.048495,-0.047951,-0.19044,0.138948,-0.237028,0.122328,-0.082824,-0.208694,-0.092904,-0.108979,-0.645698,0.036508,0.28062,0.04005,-0.116607,-0.224223,-0.053399,m
-0.433164,0.204107,-0.174305,-0.061683,0.090098,-0.242225,-0.110197,0.008351,0.155593,-0.105346,-0.265443,0.211731,0.287968,0.159751,0.046435,-0.244305,-0.478213,-0.148315,-0.285195,-0.06792,m
-0.23839,-0.045962,-0.095928,-0.029179,0.286068,0.349002,0.255554,-0.335653,0.08563,-0.057976,0.200247,-0.065033,0.259368,0.087918,0.385238,-0.134452,0.028035,0.444358,0.230761,-0.037379,m
-0.329459,0.067737,-0.132574,-0.033737,0.006879,-0.184234,0.35318,0.241955,0.118342,-0.080124,-0.201893,-0.089876,0.080124,0.121505,-0.461243,-0.185815,0.442793,-0.112807,0.318917,-0.051659,m
-0.065973,0.393827,-0.337771,0.006612,0.645358,-0.100469,-0.165292,0.003464,0.064536,-0.043695,0.150919,0.224223,0.283153,0.066261,-0.251532,-0.101331,0.021129,-0.061517,0.173916,-0.028172,m
-0.211963,0.381533,-0.242485,0.0078,0.264529,-0.118529,0.086481,-0.147526,-0.163296,0.657932,0.178049,0.103607,0.021705,0.078172,-0.296748,-0.119547,0.024927,-0.072576,-0.139556,-0.033236,m
0.21461,-0.171688,-0.09553,-0.033806,-0.131994,0.347553,-0.060395,0.174346,0.085274,0.736889,0.199416,-0.064763,-0.14263,0.087553,0.025449,-0.133894,-0.262089,-0.081286,-0.156304,-0.037224,m
-0.308286,0.308286,-0.124054,-0.037734,0.434067,-0.172394,-0.078428,-0.214567,0.110736,-0.074975,-0.188918,-0.0841,-0.206922,0.113696,0.033048,-0.173873,0.036254,0.574646,-0.202976,-0.048339,m
-0.398171,0.081864,-0.160224,-0.0567,0.174558,-0.222657,0.162454,-0.277127,0.143023,0.570181,0.044595,-0.108621,-0.127415,0.146846,0.042684,-0.224569,0.046825,-0.136334,0.38543,-0.062433,m
0.239831,-0.156633,-0.106756,-0.006155,-0.191864,-0.148355,0.284401,0.194836,0.095296,-0.064521,0.222851,0.129678,0.101663,-0.503007,0.02844,-0.149629,-0.29289,0.494518,-0.174673,-0.041599,m
-0.414323,-0.079882,-0.166724,-0.042427,0.103415,-0.23169,-0.105404,-0.288369,0.148825,0.593311,0.046404,0.202521,0.187937,0.152802,0.044415,-0.233678,0.048724,-0.141864,-0.27279,-0.064966,m
-0.32639,0.067106,-0.131339,-0.033422,-0.025458,0.477835,-0.083034,-0.227168,0.485669,-0.079378,0.274168,0.15954,-0.357724,0.120373,0.034989,-0.184084,0.038383,-0.111756,-0.214895,-0.051178,m
-0.115392,-0.185532,-0.126454,-0.044749,-0.216957,-0.016718,-0.289108,0.230784,-0.242097,-0.076425,-0.192571,-0.085727,-0.276539,-0.595815,0.033687,-0.177236,-0.34693,-0.107599,-0.206901,-0.049274,m
0.391742,0.089095,-0.174377,-0.035707,0.042988,-0.023054,0.464544,-0.301607,0.155657,-0.105389,0.364008,0.211818,-0.13867,0.159817,0.046454,0.357075,0.050961,-0.148377,-0.285313,-0.067948,m
-0.109044,0.179127,-0.558286,0.010928,0.084812,-0.015798,-0.075547,0.218088,-0.228778,-0.072221,0.249447,0.145154,-0.19932,0.109519,-0.415745,0.244696,-0.327845,-0.101679,-0.195519,-0.046563,m
-0.260423,-0.05021,-0.297924,-0.037084,-0.135003,-0.145629,0.106253,0.191255,0.093544,-0.063335,0.218756,0.325008,-0.065002,0.096044,0.420844,0.214589,-0.287507,0.485429,-0.171463,-0.040834,m
-0.390021,0.390021,0.131047,-0.009048,0.399381,-0.2181,-0.099221,0.286431,0.140095,-0.094853,0.043682,-0.106398,-0.17941,-0.2986,0.04181,-0.219972,0.045866,-0.133543,0.37754,-0.061155,m
-0.220423,0.132959,-0.088698,-0.009522,0.544887,-0.123261,-0.20279,-0.310356,-0.419686,-0.053607,-0.294486,0.275088,-0.023982,0.081292,0.023629,-0.124319,-0.243347,-0.075473,0.21337,-0.034562,m
-0.141605,0.079287,-0.15518,-0.054915,-0.209477,-0.215647,-0.354785,0.007435,-0.297094,-0.093787,0.323934,0.188499,-0.285987,0.142222,0.04134,-0.217499,-0.425742,-0.132042,0.373295,-0.060468,m
-0.100654,-0.052849,0.29385,-0.039034,-0.18552,-0.153284,0.29385,0.201309,0.098462,-0.066664,0.230255,0.133987,0.00875,-0.519719,0.029385,-0.1546,0.032236,0.510947,0.265342,-0.042981,m
-0.075778,-0.121838,-0.083042,-0.021132,-0.135706,-0.010979,-0.189857,0.151555,-0.158984,-0.050188,0.173347,0.100872,-0.123985,-0.39127,-0.288912,0.741266,0.024269,-0.07066,-0.135871,-0.032358,m
-0.465028,-0.182291,-0.187127,-0.06622,0.090774,-0.260044,-0.118303,0.008966,-0.358258,-0.113095,-0.284969,-0.12686,-0.213913,0.171502,0.049851,-0.262276,0.054687,-0.159226,0.450147,-0.072916,m
-0.07975,0.390929,-0.087394,-0.017896,0.47259,0.208495,0.088611,-0.305793,0.078012,0.311006,-0.13309,0.271044,-0.130483,-0.411779,0.023282,0.178959,0.025541,-0.074363,0.210233,-0.034054,m
-0.348209,0.071592,-0.140119,-0.049585,-0.180512,-0.194719,0.142069,0.255725,-0.26826,-0.084684,0.292496,0.170205,-0.306424,0.12842,-0.487493,0.286924,0.040949,-0.119227,-0.229261,-0.054599,m
-0.096509,-0.103027,-0.300669,-0.037426,0.267028,-0.013982,-0.414209,-0.370055,0.094406,-0.063919,-0.161058,-0.071698,-0.028595,0.096929,0.028175,-0.148232,0.353234,0.489902,0.254413,-0.041211,m
-0.293238,-0.173128,-0.335464,-0.041757,-0.213947,-0.163979,-0.269779,0.215354,0.105331,-0.071316,-0.179696,0.143335,0.215589,-0.555979,0.031435,0.241628,0.034485,-0.100405,0.283854,-0.04598,m
-0.075811,0.206457,-0.083078,-0.029399,0.645797,-0.115451,0.221322,0.151622,0.074159,-0.05021,-0.126517,0.257658,0.312163,0.076141,0.333634,-0.116442,0.277478,-0.070691,0.19985,-0.032372,m
0.197729,0.131936,-0.250223,-0.026772,0.260722,0.320216,-0.344713,0.160633,-0.168507,-0.053194,-0.292219,-0.225726,0.267721,-0.414706,0.023448,-0.123362,0.293969,-0.074892,0.211727,-0.034296,m
-0.08638,0.376384,-0.094661,-0.019384,-0.016015,-0.012515,-0.059845,0.17276,0.084498,0.730186,0.197602,-0.064174,-0.240886,0.086757,-0.329336,-0.132676,0.027664,-0.080546,-0.154882,-0.036886,m
0.356458,-0.076023,0.422703,-0.009148,-0.157409,-0.020977,-0.100313,0.289583,-0.303778,-0.095897,-0.241634,-0.40693,-0.153939,0.145422,0.04227,0.324913,0.046371,-0.135012,-0.259615,-0.061828,m
-0.28922,-0.170755,-0.116382,-0.041185,-0.056687,-0.161732,-0.266082,0.212403,0.103888,-0.070338,-0.386398,-0.298475,-0.051828,0.106664,0.031004,-0.16312,-0.319299,0.539106,-0.190422,-0.04535,m
-0.180669,-0.290487,-0.197988,-0.021255,-0.367241,-0.275136,-0.125169,0.361337,0.176732,-0.119658,-0.301508,0.240498,-0.192083,0.181456,0.052744,-0.277497,0.057861,-0.168467,-0.323944,-0.077148,m
0.323557,0.357918,-0.144026,-0.036651,0.007874,-0.200147,-0.091054,0.262855,-0.27574,-0.087046,-0.219332,0.17495,-0.189839,0.132,0.038369,-0.201865,0.481041,-0.122551,0.346464,-0.056121,m
-0.329225,-0.063475,-0.13248,-0.020807,-0.19174,-0.184102,-0.083755,0.241783,0.489886,-0.080067,0.036873,-0.33976,0.266014,0.121418,0.035293,-0.185683,-0.363464,-0.112727,0.31869,-0.051622,m
-0.266411,0.054774,0.089514,-0.037937,-0.14642,-0.148977,-0.419864,0.195652,0.095695,-0.064791,-0.163257,-0.274936,0.1396,0.098252,0.430521,0.219523,0.03133,0.496591,-0.175405,-0.041773,m
-0.118933,0.518227,0.347212,-0.026689,0.135257,-0.18112,-0.297981,0.237866,0.116342,-0.078771,-0.198481,-0.088358,-0.240198,0.119451,0.034721,0.266887,-0.357577,-0.110901,-0.21325,-0.050786,m
-0.175882,-0.080484,-0.070775,-0.025046,0.284225,-0.098353,0.188546,-0.247642,-0.33488,-0.042775,0.147741,-0.047981,0.116926,0.064865,0.018855,-0.099198,0.236386,-0.060222,0.170254,0.717599,m
-0.123322,0.202582,-0.135144,-0.034391,0.016147,-0.017867,-0.085439,-0.233748,-0.258735,0.480931,0.28211,0.164161,-0.343906,0.12386,-0.470183,-0.189417,0.039495,-0.114993,-0.221121,-0.052661,m
-0.354357,0.354357,0.119064,0.01304,-0.113111,-0.198157,0.144578,-0.246633,0.127285,-0.08618,-0.473421,0.17321,-0.286321,0.130687,0.037987,0.29199,0.041672,-0.121332,0.343018,-0.055563,m
-0.401927,-0.237298,-0.161736,-0.057234,-0.286172,-0.224758,0.163986,0.295175,0.144372,-0.097749,-0.246301,-0.414789,-0.269774,0.148231,0.043087,-0.226687,0.047267,-0.13762,-0.264629,-0.063022,m
-0.095424,-0.153427,-0.104571,-0.021413,0.234922,0.380449,-0.409554,-0.180869,0.093345,-0.0632,-0.347185,0.324317,0.301448,0.09584,0.027858,-0.146566,0.349264,-0.088979,0.251553,-0.040748,m
0.273821,-0.178832,0.324709,0.011147,-0.084085,-0.169382,-0.47737,0.22245,0.108802,-0.073665,-0.185617,0.148057,0.137395,-0.2319,0.032471,0.249589,0.407097,-0.103713,0.293207,-0.047495,m
-0.091048,0.247952,-0.099776,-0.030349,0.430444,-0.138655,-0.228116,-0.349116,0.368952,-0.060302,0.208279,0.121199,-0.131514,0.091445,-0.347132,-0.139845,0.333247,-0.084899,0.240017,-0.038879,m
-0.281583,-0.054289,-0.529377,-0.028834,-0.012547,-0.157461,-0.259057,-0.396469,-0.216932,-0.068481,0.23653,-0.076816,-0.188999,0.103848,-0.394217,-0.158813,0.033114,-0.096414,-0.185395,-0.044152,m
-0.076775,-0.165092,-0.084135,-0.02141,-0.136991,-0.116919,-0.053191,-0.294388,-0.161077,-0.050849,-0.128126,0.1022,-0.096178,0.07711,0.022414,-0.117923,0.024588,-0.07159,-0.13766,0.853057,m
-0.21301,-0.069356,0.228347,-0.030333,-0.039023,-0.119115,0.228347,-0.148255,0.076513,0.661184,0.178929,-0.058109,0.111617,-0.403867,-0.298214,-0.120138,0.02505,-0.072935,0.206194,-0.0334,m
0.188932,-0.123391,-0.0841,-0.025581,-0.110015,0.200635,0.08527,0.004029,0.075071,-0.050828,-0.128072,-0.057014,0.285905,0.077077,0.022404,-0.117873,0.024578,-0.07156,-0.137602,0.8527,p
0.26892,-0.116611,0.318897,-0.036411,0.008163,0.285579,0.318897,0.005735,0.106854,-0.072347,0.249882,0.371253,-0.261781,0.10971,-0.416469,0.245122,0.034983,-0.101857,0.287959,-0.046645,p
0.127734,0.097701,-0.191221,-0.048661,-0.181337,-0.265733,-0.120891,-0.33074,0.170693,-0.115569,-0.291204,-0.490408,-0.318955,0.175254,0.050942,-0.268014,0.055884,-0.162709,-0.312873,-0.074512,p
0.213751,0.42561,0.079447,-0.019483,0.635577,0.107065,0.096472,0.173649,0.084933,-0.057505,-0.315897,0.115577,0.024212,0.087203,0.025347,-0.133358,0.317789,-0.08096,0.228884,-0.037075,p
-0.135831,-0.071319,-0.148852,-0.052675,0.313684,-0.206854,0.150923,0.007132,0.132872,-0.089962,0.04143,-0.381747,-0.1962,0.136423,-0.517874,-0.208629,-0.408381,-0.126657,-0.243549,-0.058002,p
0.347449,-0.074102,-0.154661,0.014144,-0.143899,-0.214926,0.156813,0.282264,0.138057,-0.093473,-0.513486,0.187868,-0.041817,-0.294255,0.041202,0.316701,0.045199,-0.1316,0.372047,-0.060265,p
0.234117,0.258979,0.277625,-0.031699,0.571825,0.379145,-0.065884,0.190194,0.093025,-0.062984,-0.158702,0.126589,-0.101105,0.095511,0.027762,-0.146064,0.348067,-0.088674,0.250691,-0.040608,p
0.260927,-0.227907,-0.116147,-0.041102,-0.062576,0.130694,0.309418,-0.200891,0.103678,-0.070196,0.242454,0.360218,0.314036,0.106449,0.466436,-0.162791,-0.318654,-0.098829,-0.190038,-0.045258,p
-0.471382,0.096916,-0.189684,-0.04827,0.11992,-0.263597,-0.11992,0.346183,0.16932,-0.11464,0.395961,-0.128593,-0.250021,0.173846,0.050532,-0.265859,0.055435,-0.161401,-0.310358,-0.073913,p
0.190915,-0.124686,0.226395,-0.021626,-0.100526,0.202742,0.086165,0.004072,-0.1627,-0.051361,-0.129417,-0.057612,-0.00811,0.077887,0.022639,-0.119111,0.024836,-0.072311,-0.139047,0.861651,p
0.329809,0.07501,-0.146809,0.013426,-0.208101,-0.204015,0.148852,0.267933,0.131048,-0.088727,-0.487417,-0.376508,-0.27056,0.13455,0.03911,-0.205766,0.042904,-0.124919,0.353158,-0.057206,p
-0.118086,-0.189865,0.344741,-0.039362,-0.128635,-0.179831,-0.50682,0.236173,0.115514,-0.07821,-0.197068,0.157191,-0.034989,0.118601,0.034474,0.264987,0.432212,-0.110111,0.311296,-0.050425,p
-0.10953,0.061328,0.319762,0.010977,-0.037703,0.43669,0.121701,0.219061,0.107144,-0.072543,0.033408,0.37226,-0.032453,0.110008,0.031976,0.245787,0.035078,0.556004,0.28874,-0.046771,p
0.244812,-0.159886,0.290308,-0.038563,-0.136271,-0.151437,0.290308,0.198883,0.097275,-0.065861,-0.361802,-0.279476,0.046796,0.099875,0.029031,0.223147,-0.298974,0.504789,-0.178301,-0.042463,p
0.300109,-0.196,-0.62412,-0.033995,-0.048071,-0.185642,0.355881,-0.231057,0.119247,-0.080737,0.278862,-0.090564,-0.036119,0.122434,0.035588,0.27355,0.039041,-0.11367,-0.218575,-0.052054,p
0.327244,0.074426,-0.145667,-0.051548,-0.184473,-0.019258,-0.333036,0.26585,0.53865,-0.088037,0.040544,-0.37358,-0.06487,0.133504,0.038806,-0.204166,0.042571,-0.123947,0.350412,-0.056761,p
0.187713,-0.15017,-0.083557,-0.01711,-0.079238,-0.116116,-0.052825,-0.292367,0.074587,-0.0505,0.174423,-0.056646,0.035881,0.07658,0.02226,-0.117113,0.024419,-0.071098,0.201002,0.847199,p
-0.101816,-0.218939,0.297242,-0.022848,-0.166367,-0.155054,0.297242,-0.192985,0.099598,-0.067434,0.232914,-0.286151,0.028393,0.10226,0.029724,0.61223,-0.306115,-0.09494,-0.18256,-0.043477,p
0.254117,-0.054197,-0.113116,-0.028785,-0.102546,-0.157193,-0.071513,0.206442,0.100972,-0.068364,0.236127,0.350817,0.227131,-0.532972,0.454263,0.231629,0.033058,-0.09625,-0.185078,-0.044077,p
-0.103576,-0.222723,-0.113505,0.01038,-0.150287,-0.157734,-0.071759,-0.196321,0.419721,-0.068599,-0.376846,-0.291097,-0.169468,-0.534805,0.030238,-0.159088,0.033171,-0.096581,0.273044,-0.044229,p
-0.222038,0.133933,-0.417431,0.008171,0.301971,0.325063,-0.204275,-0.154538,0.079756,-0.054,0.024868,0.108532,-0.164663,-0.420984,0.023802,0.49026,0.026112,-0.076026,-0.14619,-0.034816,p
-0.118962,0.195419,-0.370622,-0.033175,0.02063,0.311011,-0.082418,0.237924,0.11637,-0.07879,-0.198529,0.158357,-0.035248,-0.248031,0.03473,-0.182719,0.038099,0.60388,0.313603,-0.050798,p
-0.34019,-0.065589,-0.136893,-0.048443,0.106956,-0.018098,-0.086544,0.006559,0.122196,-0.082734,0.28576,0.166285,-0.013063,0.125462,0.036468,-0.191867,-0.37557,0.634115,0.329304,-0.053342,p
0.323866,0.216101,0.384053,-0.02952,0.352526,0.52449,0.146169,-0.249348,0.128686,-0.087128,0.040125,-0.097733,0.011436,0.132126,0.038405,0.295205,0.042131,-0.122668,-0.235877,-0.056175,p
0.146039,-0.127558,-0.065007,-0.023004,0.013958,-0.008594,-0.041098,-0.227459,0.058028,0.501444,-0.098996,-0.166717,-0.108431,0.059579,-0.226167,-0.091113,0.018998,0.301125,-0.106363,0.659115,p
0.367774,-0.240192,-0.163708,-0.033523,-0.284455,-0.227499,0.436121,0.298776,0.146133,-0.098941,0.341737,0.198858,0.0703,0.150039,0.043612,-0.229452,0.047843,-0.139298,-0.267857,-0.063791,p
